"District","FIPS","Year","Variable","Measure Type","Value"
"Plymouth School District","900560750","2016-2017","Chronically Absent Students","Percent","10.2"
"Pomfret School District","","2011-2012","Chronically Absent Students","Percent","2.8"
"Pomfret School District","","2012-2013","Chronically Absent Students","Percent","3.8"
"Pomfret School District","","2013-2014","Chronically Absent Students","Percent","2.2"
"Pomfret School District","","2014-2015","Chronically Absent Students","Percent","3.8"
"Pomfret School District","","2015-2016","Chronically Absent Students","Percent","2.6"
"Pomfret School District","","2016-2017","Chronically Absent Students","Percent","1.9"
"Portland School District","900761800","2011-2012","Chronically Absent Students","Percent","4.5"
"Portland School District","900761800","2012-2013","Chronically Absent Students","Percent","5.9"
"Portland School District","900761800","2013-2014","Chronically Absent Students","Percent","5.4"
"Portland School District","900761800","2014-2015","Chronically Absent Students","Percent","7.4"
"Portland School District","900761800","2015-2016","Chronically Absent Students","Percent","6.1"
"Portland School District","900761800","2016-2017","Chronically Absent Students","Percent","4.8"
"Preston School District","","2011-2012","Chronically Absent Students","Percent","-9999"
"Preston School District","","2012-2013","Chronically Absent Students","Percent","8.8"
"Preston School District","","2013-2014","Chronically Absent Students","Percent","-9999"
"Preston School District","","2014-2015","Chronically Absent Students","Percent","8.4"
"Preston School District","","2015-2016","Chronically Absent Students","Percent","4.6"
"Preston School District","","2016-2017","Chronically Absent Students","Percent","7.4"
"Putnam School District","901562710","2011-2012","Chronically Absent Students","Percent","12.3"
"Putnam School District","901562710","2012-2013","Chronically Absent Students","Percent","14.3"
"Putnam School District","901562710","2013-2014","Chronically Absent Students","Percent","13.7"
"Putnam School District","901562710","2014-2015","Chronically Absent Students","Percent","14.3"
"Putnam School District","901562710","2015-2016","Chronically Absent Students","Percent","14.7"
"Putnam School District","901562710","2016-2017","Chronically Absent Students","Percent","15.6"
"Redding School District","","2011-2012","Chronically Absent Students","Percent","5.3"
"Redding School District","","2012-2013","Chronically Absent Students","Percent","5.4"
"Redding School District","","2013-2014","Chronically Absent Students","Percent","1.9"
"Redding School District","","2014-2015","Chronically Absent Students","Percent","3.0"
"Redding School District","","2015-2016","Chronically Absent Students","Percent","3.0"
"Redding School District","","2016-2017","Chronically Absent Students","Percent","3.9"
"Regional School District 01","","2011-2012","Chronically Absent Students","Percent","6.8"
"Regional School District 01","","2012-2013","Chronically Absent Students","Percent","4.8"
"Regional School District 01","","2013-2014","Chronically Absent Students","Percent","3.3"
"Regional School District 01","","2014-2015","Chronically Absent Students","Percent","15.6"
"Regional School District 01","","2015-2016","Chronically Absent Students","Percent","10.2"
"Regional School District 01","","2016-2017","Chronically Absent Students","Percent","11.3"
"Regional School District 04","","2011-2012","Chronically Absent Students","Percent","8.6"
"Regional School District 04","","2012-2013","Chronically Absent Students","Percent","10.2"
"Regional School District 04","","2013-2014","Chronically Absent Students","Percent","9.9"
"Regional School District 04","","2014-2015","Chronically Absent Students","Percent","7.8"
"Regional School District 04","","2015-2016","Chronically Absent Students","Percent","6.8"
"Regional School District 04","","2016-2017","Chronically Absent Students","Percent","8.5"
"Regional School District 05","","2011-2012","Chronically Absent Students","Percent","8.8"
"Regional School District 05","","2012-2013","Chronically Absent Students","Percent","11.0"
"Regional School District 05","","2013-2014","Chronically Absent Students","Percent","11.2"
"Regional School District 05","","2014-2015","Chronically Absent Students","Percent","10.7"
"Regional School District 05","","2015-2016","Chronically Absent Students","Percent","2.7"
"Regional School District 05","","2016-2017","Chronically Absent Students","Percent","5.8"
"Regional School District 06","","2011-2012","Chronically Absent Students","Percent","4.3"
"Regional School District 06","","2012-2013","Chronically Absent Students","Percent","5.9"
"Regional School District 06","","2013-2014","Chronically Absent Students","Percent","4.4"
"Regional School District 06","","2014-2015","Chronically Absent Students","Percent","4.7"
"Regional School District 06","","2015-2016","Chronically Absent Students","Percent","4.8"
"Regional School District 06","","2016-2017","Chronically Absent Students","Percent","3.9"
"Regional School District 07","","2011-2012","Chronically Absent Students","Percent","18.8"
"Regional School District 07","","2012-2013","Chronically Absent Students","Percent","6.7"
"Regional School District 07","","2013-2014","Chronically Absent Students","Percent","6.3"
"Regional School District 07","","2014-2015","Chronically Absent Students","Percent","5.6"
"Regional School District 07","","2015-2016","Chronically Absent Students","Percent","4.6"
"Regional School District 07","","2016-2017","Chronically Absent Students","Percent","4.5"
"Regional School District 08","","2011-2012","Chronically Absent Students","Percent","15.7"
"Regional School District 08","","2012-2013","Chronically Absent Students","Percent","17.3"
"Regional School District 08","","2013-2014","Chronically Absent Students","Percent","12.4"
"Regional School District 08","","2014-2015","Chronically Absent Students","Percent","12.5"
"Regional School District 08","","2015-2016","Chronically Absent Students","Percent","6.9"
"Regional School District 08","","2016-2017","Chronically Absent Students","Percent","6.7"
"Regional School District 09","","2011-2012","Chronically Absent Students","Percent","14.1"
"Regional School District 09","","2012-2013","Chronically Absent Students","Percent","13.3"
"Regional School District 09","","2013-2014","Chronically Absent Students","Percent","9.9"
"Regional School District 09","","2014-2015","Chronically Absent Students","Percent","9.0"
"Regional School District 09","","2015-2016","Chronically Absent Students","Percent","9.4"
"Regional School District 09","","2016-2017","Chronically Absent Students","Percent","9.2"
"Regional School District 10","","2011-2012","Chronically Absent Students","Percent","8.8"
"Regional School District 10","","2012-2013","Chronically Absent Students","Percent","5.4"
"Regional School District 10","","2013-2014","Chronically Absent Students","Percent","7.3"
"Regional School District 10","","2014-2015","Chronically Absent Students","Percent","6.3"
"Regional School District 10","","2015-2016","Chronically Absent Students","Percent","6.2"
"Regional School District 10","","2016-2017","Chronically Absent Students","Percent","5.1"
"Regional School District 11","","2011-2012","Chronically Absent Students","Percent","6.5"
"Regional School District 11","","2012-2013","Chronically Absent Students","Percent","10.2"
"Regional School District 11","","2013-2014","Chronically Absent Students","Percent","6.1"
"Regional School District 11","","2014-2015","Chronically Absent Students","Percent","7.1"
"Regional School District 11","","2015-2016","Chronically Absent Students","Percent","9.3"
"Regional School District 11","","2016-2017","Chronically Absent Students","Percent","11.2"
"Regional School District 12","","2011-2012","Chronically Absent Students","Percent","8.3"
"Regional School District 12","","2012-2013","Chronically Absent Students","Percent","10.7"
"Regional School District 12","","2013-2014","Chronically Absent Students","Percent","7.0"
"Regional School District 12","","2014-2015","Chronically Absent Students","Percent","8.7"
"Regional School District 12","","2015-2016","Chronically Absent Students","Percent","5.7"
"Regional School District 12","","2016-2017","Chronically Absent Students","Percent","7.1"
"Regional School District 13","","2011-2012","Chronically Absent Students","Percent","4.4"
"Regional School District 13","","2012-2013","Chronically Absent Students","Percent","4.6"
"Regional School District 13","","2013-2014","Chronically Absent Students","Percent","4.2"
"Regional School District 13","","2014-2015","Chronically Absent Students","Percent","4.2"
"Regional School District 13","","2015-2016","Chronically Absent Students","Percent","5.1"
"Regional School District 13","","2016-2017","Chronically Absent Students","Percent","4.2"
"Regional School District 14","","2011-2012","Chronically Absent Students","Percent","3.2"
"Regional School District 14","","2012-2013","Chronically Absent Students","Percent","4.2"
"Regional School District 14","","2013-2014","Chronically Absent Students","Percent","7.5"
"Regional School District 14","","2014-2015","Chronically Absent Students","Percent","2.0"
"Regional School District 14","","2015-2016","Chronically Absent Students","Percent","6.3"
"Regional School District 14","","2016-2017","Chronically Absent Students","Percent","9.5"
"Regional School District 15","","2011-2012","Chronically Absent Students","Percent","4.5"
"Regional School District 15","","2012-2013","Chronically Absent Students","Percent","5.7"
"Regional School District 15","","2013-2014","Chronically Absent Students","Percent","4.2"
"Regional School District 15","","2014-2015","Chronically Absent Students","Percent","4.4"
"Regional School District 15","","2015-2016","Chronically Absent Students","Percent","3.1"
"Regional School District 15","","2016-2017","Chronically Absent Students","Percent","3.3"
"Regional School District 16","","2011-2012","Chronically Absent Students","Percent","7.4"
"Regional School District 16","","2012-2013","Chronically Absent Students","Percent","6.7"
"Regional School District 16","","2013-2014","Chronically Absent Students","Percent","4.9"
"Regional School District 16","","2014-2015","Chronically Absent Students","Percent","8.8"
"Regional School District 16","","2015-2016","Chronically Absent Students","Percent","7.2"
"Regional School District 16","","2016-2017","Chronically Absent Students","Percent","6.6"
"Regional School District 17","","2011-2012","Chronically Absent Students","Percent","4.5"
"Regional School District 17","","2012-2013","Chronically Absent Students","Percent","3.4"
"Regional School District 17","","2013-2014","Chronically Absent Students","Percent","4.2"
"Regional School District 17","","2014-2015","Chronically Absent Students","Percent","5.0"
"Regional School District 17","","2015-2016","Chronically Absent Students","Percent","4.3"
"Regional School District 17","","2016-2017","Chronically Absent Students","Percent","3.9"
"Regional School District 18","","2011-2012","Chronically Absent Students","Percent","4.7"
"Regional School District 18","","2012-2013","Chronically Absent Students","Percent","4.7"
"Regional School District 18","","2013-2014","Chronically Absent Students","Percent","6.1"
"Regional School District 18","","2014-2015","Chronically Absent Students","Percent","7.0"
"Regional School District 18","","2015-2016","Chronically Absent Students","Percent","6.9"
"Regional School District 18","","2016-2017","Chronically Absent Students","Percent","5.6"
"Regional School District 19","","2011-2012","Chronically Absent Students","Percent","15.6"
"Regional School District 19","","2012-2013","Chronically Absent Students","Percent","15.6"
"Regional School District 19","","2013-2014","Chronically Absent Students","Percent","15.9"
"Regional School District 19","","2014-2015","Chronically Absent Students","Percent","6.9"
"Regional School District 19","","2015-2016","Chronically Absent Students","Percent","9.2"
"Regional School District 19","","2016-2017","Chronically Absent Students","Percent","6.3"
"Ridgefield School District","900163970","2011-2012","Chronically Absent Students","Percent","5.3"
"Ridgefield School District","900163970","2012-2013","Chronically Absent Students","Percent","6.6"
"Ridgefield School District","900163970","2013-2014","Chronically Absent Students","Percent","6.1"
"Ridgefield School District","900163970","2014-2015","Chronically Absent Students","Percent","5.5"
"Ridgefield School District","900163970","2015-2016","Chronically Absent Students","Percent","4.5"
"Ridgefield School District","900163970","2016-2017","Chronically Absent Students","Percent","4.7"
"Rocky Hill School District","900365370","2011-2012","Chronically Absent Students","Percent","7.4"
"Rocky Hill School District","900365370","2012-2013","Chronically Absent Students","Percent","8.3"
"Rocky Hill School District","900365370","2013-2014","Chronically Absent Students","Percent","6.3"
"Rocky Hill School District","900365370","2014-2015","Chronically Absent Students","Percent","7.7"
"Rocky Hill School District","900365370","2015-2016","Chronically Absent Students","Percent","8.3"
"Rocky Hill School District","900365370","2016-2017","Chronically Absent Students","Percent","6.3"
"Salem School District","","2011-2012","Chronically Absent Students","Percent","3.7"
"Salem School District","","2012-2013","Chronically Absent Students","Percent","3.9"
"Salem School District","","2013-2014","Chronically Absent Students","Percent","4.3"
"Salem School District","","2014-2015","Chronically Absent Students","Percent","4.6"
"Salem School District","","2015-2016","Chronically Absent Students","Percent","5.0"
"Salem School District","","2016-2017","Chronically Absent Students","Percent","4.5"
"Salisbury School District","","2011-2012","Chronically Absent Students","Percent","7.2"
"Salisbury School District","","2012-2013","Chronically Absent Students","Percent","7.0"
"Salisbury School District","","2013-2014","Chronically Absent Students","Percent","4.2"
"Salisbury School District","","2014-2015","Chronically Absent Students","Percent","7.0"
"Salisbury School District","","2015-2016","Chronically Absent Students","Percent","4.4"
"Salisbury School District","","2016-2017","Chronically Absent Students","Percent","9.4"
"Scotland School District","","2011-2012","Chronically Absent Students","Percent","4.8"
"Scotland School District","","2012-2013","Chronically Absent Students","Percent","5.3"
"Scotland School District","","2013-2014","Chronically Absent Students","Percent","5.3"
"Scotland School District","","2014-2015","Chronically Absent Students","Percent","-9999"
"Scotland School District","","2015-2016","Chronically Absent Students","Percent","-9999"
"Scotland School District","","2016-2017","Chronically Absent Students","Percent","-9999"
"Seymour School District","900967610","2011-2012","Chronically Absent Students","Percent","7.7"
"Seymour School District","900967610","2012-2013","Chronically Absent Students","Percent","11.7"
"Seymour School District","900967610","2013-2014","Chronically Absent Students","Percent","9.1"
"Seymour School District","900967610","2014-2015","Chronically Absent Students","Percent","6.3"
"Seymour School District","900967610","2015-2016","Chronically Absent Students","Percent","8.6"
"Seymour School District","900967610","2016-2017","Chronically Absent Students","Percent","7.5"
"Sharon School District","","2011-2012","Chronically Absent Students","Percent","7.1"
"Sharon School District","","2012-2013","Chronically Absent Students","Percent","5.0"
"Sharon School District","","2013-2014","Chronically Absent Students","Percent","-9999"
"Sharon School District","","2014-2015","Chronically Absent Students","Percent","3.4"
"Sharon School District","","2015-2016","Chronically Absent Students","Percent","5.1"
"Sharon School District","","2016-2017","Chronically Absent Students","Percent","6.2"
"Shelton School District","900168170","2011-2012","Chronically Absent Students","Percent","7.3"
"Shelton School District","900168170","2012-2013","Chronically Absent Students","Percent","13.2"
"Shelton School District","900168170","2013-2014","Chronically Absent Students","Percent","12.1"
"Shelton School District","900168170","2014-2015","Chronically Absent Students","Percent","12.0"
"Shelton School District","900168170","2015-2016","Chronically Absent Students","Percent","13.4"
"Shelton School District","900168170","2016-2017","Chronically Absent Students","Percent","10.3"
"Sherman School District","","2011-2012","Chronically Absent Students","Percent","5.9"
"Sherman School District","","2012-2013","Chronically Absent Students","Percent","7.1"
"Sherman School District","","2013-2014","Chronically Absent Students","Percent","7.0"
"Sherman School District","","2014-2015","Chronically Absent Students","Percent","6.8"
"Sherman School District","","2015-2016","Chronically Absent Students","Percent","5.8"
"Sherman School District","","2016-2017","Chronically Absent Students","Percent","6.3"
"Side By Side Charter School District","","2011-2012","Chronically Absent Students","Percent","7.4"
"Side By Side Charter School District","","2012-2013","Chronically Absent Students","Percent","8.3"
"Side By Side Charter School District","","2013-2014","Chronically Absent Students","Percent","6.2"
"Side By Side Charter School District","","2014-2015","Chronically Absent Students","Percent","9.8"
"Side By Side Charter School District","","2015-2016","Chronically Absent Students","Percent","4.2"
"Side By Side Charter School District","","2016-2017","Chronically Absent Students","Percent","7.2"
"Simsbury School District","900368940","2011-2012","Chronically Absent Students","Percent","4.7"
"Simsbury School District","900368940","2012-2013","Chronically Absent Students","Percent","6.4"
"Simsbury School District","900368940","2013-2014","Chronically Absent Students","Percent","6.1"
"Simsbury School District","900368940","2014-2015","Chronically Absent Students","Percent","5.3"
"Simsbury School District","900368940","2015-2016","Chronically Absent Students","Percent","4.7"
"Simsbury School District","900368940","2016-2017","Chronically Absent Students","Percent","5.3"
"Somers School District","901369220","2011-2012","Chronically Absent Students","Percent","14.5"
"Somers School District","901369220","2012-2013","Chronically Absent Students","Percent","13.3"
"Somers School District","901369220","2013-2014","Chronically Absent Students","Percent","10.1"
"Somers School District","901369220","2014-2015","Chronically Absent Students","Percent","11.8"
"Somers School District","901369220","2015-2016","Chronically Absent Students","Percent","10.9"
"Somers School District","901369220","2016-2017","Chronically Absent Students","Percent","11.0"
"Southington School District","900370550","2011-2012","Chronically Absent Students","Percent","7.0"
"Southington School District","900370550","2012-2013","Chronically Absent Students","Percent","6.8"
"Southington School District","900370550","2013-2014","Chronically Absent Students","Percent","6.6"
"Southington School District","900370550","2014-2015","Chronically Absent Students","Percent","6.0"
"Southington School District","900370550","2015-2016","Chronically Absent Students","Percent","6.3"
"Southington School District","900370550","2016-2017","Chronically Absent Students","Percent","5.7"
"South Windsor School District","900371390","2011-2012","Chronically Absent Students","Percent","14.4"
"South Windsor School District","900371390","2012-2013","Chronically Absent Students","Percent","5.8"
"South Windsor School District","900371390","2013-2014","Chronically Absent Students","Percent","3.6"
"South Windsor School District","900371390","2014-2015","Chronically Absent Students","Percent","3.7"
"South Windsor School District","900371390","2015-2016","Chronically Absent Students","Percent","4.0"
"South Windsor School District","900371390","2016-2017","Chronically Absent Students","Percent","4.8"
"Sprague School District","","2011-2012","Chronically Absent Students","Percent","8.0"
"Sprague School District","","2012-2013","Chronically Absent Students","Percent","8.3"
"Sprague School District","","2013-2014","Chronically Absent Students","Percent","8.3"
"Sprague School District","","2014-2015","Chronically Absent Students","Percent","11.8"
"Sprague School District","","2015-2016","Chronically Absent Students","Percent","8.3"
"Sprague School District","","2016-2017","Chronically Absent Students","Percent","10.1"
"Stafford School District","901372090","2011-2012","Chronically Absent Students","Percent","7.8"
"Stafford School District","901372090","2012-2013","Chronically Absent Students","Percent","7.1"
"Stafford School District","901372090","2013-2014","Chronically Absent Students","Percent","7.4"
"Stafford School District","901372090","2014-2015","Chronically Absent Students","Percent","8.7"
"Stafford School District","901372090","2015-2016","Chronically Absent Students","Percent","8.0"
"Stafford School District","901372090","2016-2017","Chronically Absent Students","Percent","10.1"
"Stamford Academy District","","2011-2012","Chronically Absent Students","Percent","-9999"
"Stamford Academy District","","2012-2013","Chronically Absent Students","Percent","97.3"
"Stamford Academy District","","2013-2014","Chronically Absent Students","Percent","-9999"
"Stamford Academy District","","2014-2015","Chronically Absent Students","Percent","86.9"
"Stamford Academy District","","2015-2016","Chronically Absent Students","Percent","99.3"
"Stamford Academy District","","2016-2017","Chronically Absent Students","Percent","97.5"
"Stamford Charter School for Excellence District","","2011-2012","Chronically Absent Students","Percent","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Chronically Absent Students","Percent","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Chronically Absent Students","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Chronically Absent Students","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Chronically Absent Students","Percent","8.2"
"Stamford Charter School for Excellence District","","2016-2017","Chronically Absent Students","Percent","9.7"
"Stamford School District","900173070","2011-2012","Chronically Absent Students","Percent","9.6"
"Stamford School District","900173070","2012-2013","Chronically Absent Students","Percent","14.5"
"Stamford School District","900173070","2013-2014","Chronically Absent Students","Percent","10.0"
"Stamford School District","900173070","2014-2015","Chronically Absent Students","Percent","13.9"
"Stamford School District","900173070","2015-2016","Chronically Absent Students","Percent","11.7"
"Stamford School District","900173070","2016-2017","Chronically Absent Students","Percent","8.9"
"Sterling School District","","2011-2012","Chronically Absent Students","Percent","8.2"
"Sterling School District","","2012-2013","Chronically Absent Students","Percent","5.1"
"Sterling School District","","2013-2014","Chronically Absent Students","Percent","6.9"
"Sterling School District","","2014-2015","Chronically Absent Students","Percent","7.0"
"Sterling School District","","2015-2016","Chronically Absent Students","Percent","8.6"
"Sterling School District","","2016-2017","Chronically Absent Students","Percent","9.1"
"Stonington School District","901173770","2011-2012","Chronically Absent Students","Percent","16.8"
"Stonington School District","901173770","2012-2013","Chronically Absent Students","Percent","6.4"
"Stonington School District","901173770","2013-2014","Chronically Absent Students","Percent","8.8"
"Stonington School District","901173770","2014-2015","Chronically Absent Students","Percent","8.4"
"Stonington School District","901173770","2015-2016","Chronically Absent Students","Percent","6.3"
"Stonington School District","901173770","2016-2017","Chronically Absent Students","Percent","7.1"
"Stratford School District","900174190","2011-2012","Chronically Absent Students","Percent","9.3"
"Stratford School District","900174190","2012-2013","Chronically Absent Students","Percent","12.5"
"Stratford School District","900174190","2013-2014","Chronically Absent Students","Percent","11.3"
"Stratford School District","900174190","2014-2015","Chronically Absent Students","Percent","10.3"
"Stratford School District","900174190","2015-2016","Chronically Absent Students","Percent","11.8"
"Stratford School District","900174190","2016-2017","Chronically Absent Students","Percent","10.9"
"Suffield School District","900374540","2011-2012","Chronically Absent Students","Percent","7.6"
"Suffield School District","900374540","2012-2013","Chronically Absent Students","Percent","5.8"
"Suffield School District","900374540","2013-2014","Chronically Absent Students","Percent","6.8"
"Suffield School District","900374540","2014-2015","Chronically Absent Students","Percent","1.2"
"Suffield School District","900374540","2015-2016","Chronically Absent Students","Percent","6.1"
"Suffield School District","900374540","2016-2017","Chronically Absent Students","Percent","5.3"
"The Bridge Academy District","","2011-2012","Chronically Absent Students","Percent","4.2"
"The Bridge Academy District","","2012-2013","Chronically Absent Students","Percent","5.3"
"The Bridge Academy District","","2013-2014","Chronically Absent Students","Percent","8.4"
"The Bridge Academy District","","2014-2015","Chronically Absent Students","Percent","7.7"
"The Bridge Academy District","","2015-2016","Chronically Absent Students","Percent","8.6"
"The Bridge Academy District","","2016-2017","Chronically Absent Students","Percent","9.9"
"The Gilbert School District","","2011-2012","Chronically Absent Students","Percent","12.9"
"The Gilbert School District","","2012-2013","Chronically Absent Students","Percent","14.9"
"The Gilbert School District","","2013-2014","Chronically Absent Students","Percent","15.8"
"The Gilbert School District","","2014-2015","Chronically Absent Students","Percent","23.5"
"The Gilbert School District","","2015-2016","Chronically Absent Students","Percent","4.9"
"The Gilbert School District","","2016-2017","Chronically Absent Students","Percent","3.7"
"Thomaston School District","900575730","2011-2012","Chronically Absent Students","Percent","5.9"
"Thomaston School District","900575730","2012-2013","Chronically Absent Students","Percent","6.7"
"Thomaston School District","900575730","2013-2014","Chronically Absent Students","Percent","5.5"
"Thomaston School District","900575730","2014-2015","Chronically Absent Students","Percent","6.8"
"Thomaston School District","900575730","2015-2016","Chronically Absent Students","Percent","7.0"
"Thomaston School District","900575730","2016-2017","Chronically Absent Students","Percent","5.5"
"Thompson School District","901575870","2011-2012","Chronically Absent Students","Percent","11.9"
"Thompson School District","901575870","2012-2013","Chronically Absent Students","Percent","8.3"
"Thompson School District","901575870","2013-2014","Chronically Absent Students","Percent","5.7"
"Thompson School District","901575870","2014-2015","Chronically Absent Students","Percent","5.5"
"Thompson School District","901575870","2015-2016","Chronically Absent Students","Percent","7.7"
"Thompson School District","901575870","2016-2017","Chronically Absent Students","Percent","8.3"
"Tolland School District","901376290","2011-2012","Chronically Absent Students","Percent","5.8"
"Tolland School District","901376290","2012-2013","Chronically Absent Students","Percent","5.7"
"Tolland School District","901376290","2013-2014","Chronically Absent Students","Percent","3.4"
"Tolland School District","901376290","2014-2015","Chronically Absent Students","Percent","4.4"
"Tolland School District","901376290","2015-2016","Chronically Absent Students","Percent","4.9"
"Tolland School District","901376290","2016-2017","Chronically Absent Students","Percent","5.1"
"Torrington School District","900576570","2011-2012","Chronically Absent Students","Percent","14.1"
"Torrington School District","900576570","2012-2013","Chronically Absent Students","Percent","13.9"
"Torrington School District","900576570","2013-2014","Chronically Absent Students","Percent","14.2"
"Torrington School District","900576570","2014-2015","Chronically Absent Students","Percent","10.8"
"Torrington School District","900576570","2015-2016","Chronically Absent Students","Percent","9.8"
"Torrington School District","900576570","2016-2017","Chronically Absent Students","Percent","12.3"
"Trailblazers Academy District","","2011-2012","Chronically Absent Students","Percent","6.5"
"Trailblazers Academy District","","2012-2013","Chronically Absent Students","Percent","-9999"
"Trailblazers Academy District","","2013-2014","Chronically Absent Students","Percent","0.0"
"Trailblazers Academy District","","2014-2015","Chronically Absent Students","Percent","65.9"
"Trailblazers Academy District","","2015-2016","Chronically Absent Students","Percent","18.6"
"Trailblazers Academy District","","2016-2017","Chronically Absent Students","Percent","13.5"
"Trumbull School District","900177200","2011-2012","Chronically Absent Students","Percent","6.1"
"Trumbull School District","900177200","2012-2013","Chronically Absent Students","Percent","4.1"
"Trumbull School District","900177200","2013-2014","Chronically Absent Students","Percent","2.2"
"Trumbull School District","900177200","2014-2015","Chronically Absent Students","Percent","3.4"
"Trumbull School District","900177200","2015-2016","Chronically Absent Students","Percent","4.9"
"Trumbull School District","900177200","2016-2017","Chronically Absent Students","Percent","4.4"
"Unified School District #1","","2011-2012","Chronically Absent Students","Percent","46.8"
"Unified School District #1","","2012-2013","Chronically Absent Students","Percent","43.0"
"Unified School District #1","","2013-2014","Chronically Absent Students","Percent","21.9"
"Unified School District #1","","2014-2015","Chronically Absent Students","Percent","31.8"
"Unified School District #1","","2015-2016","Chronically Absent Students","Percent","34.3"
"Unified School District #1","","2016-2017","Chronically Absent Students","Percent","32.1"
"Unified School District #2","","2011-2012","Chronically Absent Students","Percent","19.3"
"Unified School District #2","","2012-2013","Chronically Absent Students","Percent","21.8"
"Unified School District #2","","2013-2014","Chronically Absent Students","Percent","-9999"
"Unified School District #2","","2014-2015","Chronically Absent Students","Percent","3.3"
"Unified School District #2","","2015-2016","Chronically Absent Students","Percent","9.1"
"Unified School District #2","","2016-2017","Chronically Absent Students","Percent","11.4"
"Union School District","","2011-2012","Chronically Absent Students","Percent","0.0"
"Union School District","","2012-2013","Chronically Absent Students","Percent","0.0"
"Union School District","","2013-2014","Chronically Absent Students","Percent","-9999"
"Union School District","","2014-2015","Chronically Absent Students","Percent","7.8"
"Union School District","","2015-2016","Chronically Absent Students","Percent","-9999"
"Union School District","","2016-2017","Chronically Absent Students","Percent","-9999"
"Vernon School District","901378250","2011-2012","Chronically Absent Students","Percent","10.0"
"Vernon School District","901378250","2012-2013","Chronically Absent Students","Percent","8.1"
"Vernon School District","901378250","2013-2014","Chronically Absent Students","Percent","7.2"
"Vernon School District","901378250","2014-2015","Chronically Absent Students","Percent","9.0"
"Vernon School District","901378250","2015-2016","Chronically Absent Students","Percent","10.0"
"Vernon School District","901378250","2016-2017","Chronically Absent Students","Percent","11.9"
"Voluntown School District","","2011-2012","Chronically Absent Students","Percent","7.8"
"Voluntown School District","","2012-2013","Chronically Absent Students","Percent","8.8"
"Voluntown School District","","2013-2014","Chronically Absent Students","Percent","9.3"
"Voluntown School District","","2014-2015","Chronically Absent Students","Percent","6.8"
"Voluntown School District","","2015-2016","Chronically Absent Students","Percent","3.1"
"Voluntown School District","","2016-2017","Chronically Absent Students","Percent","4.6"
"Wallingford School District","900978740","2011-2012","Chronically Absent Students","Percent","11.3"
"Wallingford School District","900978740","2012-2013","Chronically Absent Students","Percent","9.7"
"Wallingford School District","900978740","2013-2014","Chronically Absent Students","Percent","5.6"
"Wallingford School District","900978740","2014-2015","Chronically Absent Students","Percent","5.2"
"Wallingford School District","900978740","2015-2016","Chronically Absent Students","Percent","5.1"
"Wallingford School District","900978740","2016-2017","Chronically Absent Students","Percent","5.7"
"Waterbury School District","900980070","2011-2012","Chronically Absent Students","Percent","18.1"
"Waterbury School District","900980070","2012-2013","Chronically Absent Students","Percent","19.8"
"Waterbury School District","900980070","2013-2014","Chronically Absent Students","Percent","20.6"
"Waterbury School District","900980070","2014-2015","Chronically Absent Students","Percent","18.6"
"Waterbury School District","900980070","2015-2016","Chronically Absent Students","Percent","16.2"
"Waterbury School District","900980070","2016-2017","Chronically Absent Students","Percent","16.0"
"Waterford School District","901180280","2011-2012","Chronically Absent Students","Percent","7.1"
"Waterford School District","901180280","2012-2013","Chronically Absent Students","Percent","7.5"
"Waterford School District","901180280","2013-2014","Chronically Absent Students","Percent","5.8"
"Waterford School District","901180280","2014-2015","Chronically Absent Students","Percent","5.9"
"Waterford School District","901180280","2015-2016","Chronically Absent Students","Percent","5.7"
"Waterford School District","901180280","2016-2017","Chronically Absent Students","Percent","6.3"
"Watertown School District","900580490","2011-2012","Chronically Absent Students","Percent","11.3"
"Watertown School District","900580490","2012-2013","Chronically Absent Students","Percent","10.3"
"Watertown School District","900580490","2013-2014","Chronically Absent Students","Percent","10.4"
"Watertown School District","900580490","2014-2015","Chronically Absent Students","Percent","9.3"
"Watertown School District","900580490","2015-2016","Chronically Absent Students","Percent","7.8"
"Watertown School District","900580490","2016-2017","Chronically Absent Students","Percent","6.3"
"Westbrook School District","900781680","2011-2012","Chronically Absent Students","Percent","5.3"
"Westbrook School District","900781680","2012-2013","Chronically Absent Students","Percent","7.2"
"Westbrook School District","900781680","2013-2014","Chronically Absent Students","Percent","5.0"
"Westbrook School District","900781680","2014-2015","Chronically Absent Students","Percent","3.7"
"Westbrook School District","900781680","2015-2016","Chronically Absent Students","Percent","4.4"
"Westbrook School District","900781680","2016-2017","Chronically Absent Students","Percent","6.7"
"Western Connecticut Regional Educational Services","","2011-2012","Chronically Absent Students","Percent","-9999"
"Western Connecticut Regional Educational Services","","2012-2013","Chronically Absent Students","Percent","-9999"
"Western Connecticut Regional Educational Services","","2013-2014","Chronically Absent Students","Percent","-9999"
"Western Connecticut Regional Educational Services","","2014-2015","Chronically Absent Students","Percent","65.4"
"Western Connecticut Regional Educational Services","","2015-2016","Chronically Absent Students","Percent","-9999"
"Western Connecticut Regional Educational Services","","2016-2017","Chronically Absent Students","Percent","-9999"
"West Hartford School District","900382590","2011-2012","Chronically Absent Students","Percent","5.5"
